#this file uses big control points to verify you check and can handle it
#Number of curves, degree of curves, number of control points
4 3 10
0 0 0 0 1.35 3.08 3.08 3.27 3.85 4.2 5 5 5 5.5 
#
-380.408   -454.152   0
-380.408   -451.996   0
-380.408   -221.298   0
-104.433   54.6775   0
48.647   54.6775   0
109.017   26.6488   0
137.045   -16.4723   0
137.045   -204.049   0
-113.057   -454.152   0
-380.408   -454.152   0
#
-380.408   -454.152   100
-380.408   -451.996   100
-380.38   -301.216   100
-180.282   -101.117   100
-77.374   -101.117   100
-28.7786   -126.844   100
-28.7786   -155.43   100
-28.7786   -252.62   100
-228.877   -452.719   100
-380.408   -454.152   100
#
-380.408   -454.152   200
-380.408   -451.996   200
-379.623   -338.72   200
-236.618   -195.715   200
-173.896   -195.715   200
-141.281   -208.26   200
-123.719   -240.875   200
-128.737   -313.632   200
-269.233   -454.128   200
-380.408   -454.152   200
#
-380.408   -454.152   300
-380.408   -451.996   300
-379.623   -366.318   300
-329.446   -318.649   300
-299.339   -308.614   300
-251.671   -311.123   300
-229.091   -353.773   300
-229.091   -419.004   300
-286.795   -454.128   300
-380.408   -454.152   300

