#Number of curves, degree of curves, number of control points
5 2 3
#knot vector in u
0.000000 0.000000 0.000000  1.000000 1.000000 1.000000



-2.793651   -1.333333   2.980640 
-0.111111   2.174603   2.980640 
2.476190   -1.396825   2.980640 
#
-2.793651   -1.333333   1.369325 
-0.111111   -7.017737   1.369325 
2.476190   -1.396825   1.369325 
#
-2.793651   -1.333333   0.000000 
-0.111111   9.168255   0.000000 
2.476190   -1.396825   0.000000 
#
-2.793651   -1.333333   -1.893102 
-0.111111   -7.017737   -1.893102 
2.476190   -1.396825   -1.893102 
#
-2.793651   -1.333333   -3.884460 
-0.111111   2.174603   -3.884460 
2.476190   -1.396825   -3.884460 

